transaction_id,vendor_id,transaction_date,transaction_type,amount,currency,account_id,account_name,description,status,invoice_number,reference_number,notes
TXN0069798,V00118,2023-04-07,Credit Memo,1416.33,USD,1003,Equipment,Transaction for V00118,Rejected,INV991792,,
TXN0069799,V00333,2024-05-25,Payment,2220.86,USD,1015,Consulting,Transaction for V00333,Completed,INV158202,REF29136,
TXN0069800,V00434,2023-08-30,Payment,468.3,USD,1024,Professional Services,Transaction for V00434,Completed,INV503988,,
TXN0069801,V00505,2023-10-19,Payment,5854.64,USD,1011,Additional Paid-in Capital,Transaction for V00505,Completed,INV315826,,
TXN0069802,V00330,2025-12-09,Refund,1265.09,USD,1014,Subscription Revenue,Transaction for V00330,Hold,,,
TXN0069803,V00226,2025-01-03,Refund,76.02,USD,1000,Cash,Transaction for V00226,Pending,INV687561,,
TXN0069804,V00447,2024-10-09,Expense,198.59,USD,1014,Subscription Revenue,Transaction for V00447,Hold,INV338053,REF39489,
TXN0069805,V00383,2023-03-19,Refund,717.24,USD,1028,Benefits,Transaction for V00383,Hold,,REF44865,
TXN0069806,V00061,2024-07-14,Expense,433.08,USD,1025,Depreciation,Transaction for V00061,Pending,INV955446,REF97554,
TXN0069807,V00178,2023-12-14,Payment,482.51,USD,1012,Product Sales,Transaction for V00178,Rejected,,,
TXN0069808,V00505,2024-01-14,Payment,1155.39,USD,1029,Shipping & Logistics,Transaction for V00505,Hold,INV901125,REF64655,
TXN0069809,V00059,2024-08-18,Invoice,3427.37,USD,1029,Shipping & Logistics,Transaction for V00059,Rejected,INV387179,REF41313,
TXN0069810,V00294,2024-03-13,Credit Memo,106.91,USD,1030,Research & Development,Transaction for V00294,Pending,INV846160,REF15249,
TXN0069811,V00403,2024-02-29,Payment,160.43,USD,1005,Accounts Payable,Transaction for V00403,Rejected,,REF89233,
TXN0069812,V00368,2023-12-13,Credit Memo,91.47,USD,1031,Software Licenses,Transaction for V00368,Rejected,INV673061,,
TXN0069813,V00153,2024-08-08,Payment,23.71,USD,1030,Research & Development,Transaction for V00153,Hold,INV109992,REF65243,
TXN0069814,V00396,2025-01-04,Expense,524.22,USD,1012,Product Sales,Transaction for V00396,Pending,INV326606,REF24816,
TXN0069815,V00534,2025-10-18,Invoice,5228.95,USD,1029,Shipping & Logistics,Transaction for V00534,Completed,INV338551,,
TXN0069816,V00058,2025-06-24,Expense,486.66,USD,1006,Short-term Debt,Transaction for V00058,Rejected,,REF93281,
TXN0069817,V00414,2023-11-02,Credit Memo,1.61,USD,1012,Product Sales,Transaction for V00414,Pending,INV638945,,Data quality issue
TXN0069818,V00502,2024-07-07,Credit Memo,1269.95,USD,1000,Cash,Transaction for V00502,Rejected,INV241507,REF77556,
TXN0069819,V00390,2024-01-15,Credit Memo,833.64,USD,1013,Service Revenue,Transaction for V00390,Rejected,INV311427,REF68061,
TXN0069820,V00017,2024-07-11,Refund,14365.46,USD,1021,Marketing,Transaction for V00017,Pending,,REF50635,
TXN0069821,V00228,2023-04-27,Payment,371.48,USD,1012,Product Sales,Transaction for V00228,Rejected,INV446957,,
TXN0069822,V00487,2025-06-06,Payment,8.24,USD,1002,Inventory,Transaction for V00487,Rejected,,REF15049,
TXN0069823,V00059,2024-11-06,Expense,145.21,USD,1010,Retained Earnings,Transaction for V00059,Hold,INV539065,,
TXN0069824,V00120,2024-05-30,Refund,4.82,USD,1016,Salaries & Wages,Transaction for V00120,Rejected,INV338010,REF20297,
TXN0069825,V00296,2023-04-26,Expense,404.49,USD,1024,Professional Services,Transaction for V00296,Hold,INV392735,,
TXN0069826,V00280,2023-11-09,Refund,376.79,USD,1022,Maintenance,Transaction for V00280,Pending,INV340146,REF56158,
TXN0069827,V00141,2024-05-15,Payment,39362.51,USD,1025,Depreciation,Transaction for V00141,Completed,,REF65358,
TXN0069828,V00225,2023-08-11,Payment,1093.33,USD,1025,Depreciation,Transaction for V00225,Pending,INV435581,REF34465,
TXN0069829,V00429,2025-04-16,Refund,186.49,USD,1013,Service Revenue,Transaction for V00429,Completed,INV606102,REF36637,
TXN0069830,V00528,2024-10-28,Credit Memo,145.97,USD,1003,Equipment,Transaction for V00528,Hold,INV430721,REF33476,
TXN0069831,V00397,2025-09-28,Refund,771.01,USD,1029,Shipping & Logistics,Transaction for V00397,Pending,INV356691,,
TXN0069832,V00425,2025-05-25,Expense,286.94,USD,1015,Consulting,Transaction for V00425,Pending,INV641975,REF82793,
TXN0069833,V00144,2025-02-12,Payment,279.99,USD,1006,Short-term Debt,Transaction for V00144,Hold,INV107809,REF17851,
TXN0069834,V00055,2024-10-28,Refund,1336.04,USD,1026,Vendor Payments,Transaction for V00055,Pending,INV848026,REF69436,
TXN0069835,V00448,2024-10-24,Payment,25395.92,USD,1006,Short-term Debt,Transaction for V00448,Hold,INV573993,REF25087,
TXN0069836,V00262,2023-05-17,Payment,51.48,USD,1022,Maintenance,Transaction for V00262,Hold,INV397634,REF55944,
TXN0069837,V00279,2025-11-13,Payment,327.67,USD,1004,Prepaid Expenses,Transaction for V00279,Completed,INV456525,REF76550,
TXN0069838,V00140,2023-12-01,Refund,45.35,USD,1014,Subscription Revenue,Transaction for V00140,Completed,,REF84578,Data quality issue
TXN0069839,V00173,2024-05-04,Refund,18.22,USD,1004,Prepaid Expenses,Transaction for V00173,Completed,INV966534,,
TXN0069840,V00235,2023-11-02,Invoice,3183.57,USD,1021,Marketing,Transaction for V00235,Pending,INV355103,REF47802,Data quality issue
TXN0069841,V00313,2024-04-06,Credit Memo,1219.46,USD,1030,Research & Development,Transaction for V00313,Pending,,REF87532,
TXN0069842,V00377,2023-04-07,Payment,44086.63,USD,1010,Retained Earnings,Transaction for V00377,Pending,INV194839,REF19420,
TXN0069843,V00478,2023-10-05,Invoice,416.86,USD,1025,Depreciation,Transaction for V00478,Hold,INV548852,REF88401,
TXN0069844,V00062,2024-03-11,Expense,391.45,USD,1008,Accrued Expenses,Transaction for V00062,Completed,INV524309,REF94246,
TXN0069845,V00191,2025-11-26,Refund,124.49,USD,1004,Prepaid Expenses,Transaction for V00191,Hold,INV357598,REF32518,
TXN0069846,V00442,2024-05-03,Expense,530.19,USD,1001,Accounts Receivable,Transaction for V00442,Hold,INV401191,,Data quality issue
TXN0069847,V00514,2025-02-10,Expense,22.27,USD,1020,Travel,Transaction for V00514,Pending,INV385016,,
TXN0069848,V00023,2024-08-16,Expense,122.76,USD,1026,Vendor Payments,Transaction for V00023,Hold,INV967178,REF46858,
TXN0069849,V00278,2023-08-30,Payment,188.54,USD,1009,Common Stock,Transaction for V00278,Completed,INV853552,,
TXN0069850,V00178,2025-12-06,Invoice,209.65,USD,1006,Short-term Debt,Transaction for V00178,Hold,INV869153,,
TXN0069851,V00547,2024-02-14,Refund,1445.73,USD,1030,Research & Development,Transaction for V00547,Hold,INV619110,REF22180,
TXN0069852,V00373,2023-07-11,Invoice,3134.43,USD,1027,Payroll Tax,Transaction for V00373,Pending,,REF93876,
TXN0069853,V00116,2023-09-01,Invoice,67.02,USD,1020,Travel,Transaction for V00116,Pending,INV827834,,Data quality issue
TXN0069854,V00240,2024-05-16,Invoice,175.07,USD,1030,Research & Development,Transaction for V00240,Rejected,INV323056,REF89804,
TXN0069855,V00499,2025-05-14,Refund,174.24,USD,1004,Prepaid Expenses,Transaction for V00499,Hold,INV477511,REF12304,
TXN0069856,V00043,2023-04-14,Credit Memo,1245.38,USD,1008,Accrued Expenses,Transaction for V00043,Rejected,INV345448,REF90683,
TXN0069857,V00434,2024-10-03,Payment,486.41,USD,1007,Long-term Debt,Transaction for V00434,Hold,INV792356,,
TXN0069858,V00282,2023-07-24,Expense,64.77,USD,1022,Maintenance,Transaction for V00282,Rejected,INV753871,REF86896,
TXN0069859,V00279,2023-03-11,Refund,17.97,USD,1031,Software Licenses,Transaction for V00279,Hold,INV664977,REF57284,
TXN0069860,V00276,2025-06-13,Invoice,2565.1,USD,1004,Prepaid Expenses,Transaction for V00276,Completed,INV610673,REF86494,
TXN0069861,V00385,2025-05-25,Credit Memo,29.86,USD,1000,Cash,Transaction for V00385,Hold,INV211256,,
TXN0069862,V00279,2025-04-09,Refund,133.97,USD,1027,Payroll Tax,Transaction for V00279,Completed,INV689390,REF17591,
TXN0069863,V00127,2024-07-22,Refund,310.55,USD,1015,Consulting,Transaction for V00127,Hold,,REF97627,
TXN0069864,V00434,2024-06-07,Expense,4105.07,USD,1029,Shipping & Logistics,Transaction for V00434,Hold,INV491309,REF40958,
TXN0069865,V00504,2024-08-13,Refund,96.22,USD,1031,Software Licenses,Transaction for V00504,Pending,INV549717,REF17349,
TXN0069866,V00321,2024-04-15,Payment,28027.86,USD,1027,Payroll Tax,Transaction for V00321,Pending,,,
TXN0069867,V00505,2024-05-16,Credit Memo,1580.99,USD,1013,Service Revenue,Transaction for V00505,Rejected,INV609519,,
TXN0069868,V00200,2023-07-05,Credit Memo,1081.99,USD,1000,Cash,Transaction for V00200,Rejected,INV821115,REF95593,
TXN0069869,V00153,2023-02-01,Payment,10383.1,USD,1004,Prepaid Expenses,Transaction for V00153,Completed,INV431303,REF29087,
TXN0069870,V00383,2024-04-09,Payment,6.74,USD,1013,Service Revenue,Transaction for V00383,Pending,INV433354,,
TXN0069871,V00142,2023-09-15,Refund,88.77,USD,1030,Research & Development,Transaction for V00142,Hold,INV109583,REF40328,
TXN0069872,V00016,2023-04-29,Invoice,1.33,USD,1026,Vendor Payments,Transaction for V00016,Completed,INV550384,REF19423,
TXN0069873,V00290,2023-05-23,Credit Memo,2460.37,USD,1004,Prepaid Expenses,Transaction for V00290,Rejected,INV595375,REF58455,
TXN0069874,V00226,2023-04-11,Invoice,655.43,USD,1006,Short-term Debt,Transaction for V00226,Pending,INV614259,REF22917,
TXN0069875,V00280,2025-03-28,Expense,824.17,USD,1006,Short-term Debt,Transaction for V00280,Rejected,INV244694,REF32485,
TXN0069876,V00464,2023-07-14,Expense,661.08,USD,1022,Maintenance,Transaction for V00464,Hold,INV109211,REF94196,
TXN0069877,V00127,2025-05-16,Expense,280.84,USD,1014,Subscription Revenue,Transaction for V00127,Completed,,REF71809,
TXN0069878,V00191,2023-12-19,Credit Memo,1079.51,USD,1026,Vendor Payments,Transaction for V00191,Pending,INV719544,,
TXN0069879,V00531,2023-07-10,Credit Memo,933.07,USD,1009,Common Stock,Transaction for V00531,Pending,INV865874,REF43288,
TXN0069880,V00396,2025-12-30,Refund,360.37,USD,1006,Short-term Debt,Transaction for V00396,Completed,INV381042,REF35507,
TXN0069881,V00384,2025-10-19,Payment,24.9,USD,1027,Payroll Tax,Transaction for V00384,Completed,INV364133,REF32058,
TXN0069882,V00016,2024-08-08,Credit Memo,56.77,USD,1005,Accounts Payable,Transaction for V00016,Pending,INV969217,REF46951,
TXN0069883,V00531,2023-07-31,Credit Memo,143.03,USD,1022,Maintenance,Transaction for V00531,Completed,INV662804,REF57420,
TXN0069884,V00364,2023-12-02,Invoice,1708.19,USD,1012,Product Sales,Transaction for V00364,Pending,,REF96523,
TXN0069885,V00328,2025-09-02,Refund,1132.71,USD,1004,Prepaid Expenses,Transaction for V00328,Pending,INV602541,,
TXN0069886,V00499,2025-12-18,Expense,8472.48,USD,1008,Accrued Expenses,Transaction for V00499,Rejected,INV914334,REF16383,
TXN0069887,V00302,2024-03-31,Expense,745.35,USD,1006,Short-term Debt,Transaction for V00302,Pending,INV185459,REF41327,
TXN0069888,V00225,2023-10-05,Expense,1429.71,USD,1024,Professional Services,Transaction for V00225,Hold,INV752506,,
TXN0069889,V00251,2025-06-10,Refund,5968.19,USD,1029,Shipping & Logistics,Transaction for V00251,Pending,,REF54503,
TXN0069890,V00226,2024-02-07,Invoice,78.43,USD,1029,Shipping & Logistics,Transaction for V00226,Hold,INV570722,REF73536,
TXN0069891,V00390,2025-10-08,Credit Memo,4396.75,USD,1004,Prepaid Expenses,Transaction for V00390,Completed,INV984339,REF52151,
TXN0069892,V00364,2024-09-13,Payment,1163.0,USD,1015,Consulting,Transaction for V00364,Rejected,INV825478,REF58412,
TXN0069893,V00022,2025-07-29,Expense,4406.43,USD,1006,Short-term Debt,Transaction for V00022,Rejected,INV915091,REF46005,
TXN0069894,V00396,2023-05-20,Expense,160.88,USD,1010,Retained Earnings,Transaction for V00396,Pending,INV437702,,
TXN0069895,V00191,2023-05-19,Refund,4192.41,USD,1008,Accrued Expenses,Transaction for V00191,Pending,,REF94870,
TXN0069896,V00016,2025-02-20,Refund,913.66,USD,1010,Retained Earnings,Transaction for V00016,Rejected,INV781684,REF65225,
TXN0069897,V00140,2024-09-18,Expense,39.08,USD,1014,Subscription Revenue,Transaction for V00140,Hold,INV241862,REF42495,
TXN0069898,V00313,2025-11-18,Payment,385.45,USD,1030,Research & Development,Transaction for V00313,Rejected,INV252837,REF99250,
TXN0069899,V00135,2023-04-21,Credit Memo,268.58,USD,1018,Utilities,Transaction for V00135,Pending,INV241836,REF77501,
TXN0069900,V00422,2023-04-29,Invoice,266.48,USD,1002,Inventory,Transaction for V00422,Completed,INV301602,REF94643,Data quality issue
TXN0069901,V00218,2023-07-09,Expense,2004.12,USD,1022,Maintenance,Transaction for V00218,Completed,,REF52703,Data quality issue
TXN0069902,V00294,2023-11-09,Payment,1069.5,USD,1028,Benefits,Transaction for V00294,Rejected,,REF45444,
TXN0069903,V00524,2024-10-10,Credit Memo,25.62,USD,1024,Professional Services,Transaction for V00524,Pending,INV129934,,
TXN0069904,V00235,2024-11-06,Invoice,1371.73,USD,1027,Payroll Tax,Transaction for V00235,Pending,,REF10152,
TXN0069905,V00086,2025-07-11,Refund,21.58,USD,1021,Marketing,Transaction for V00086,Completed,INV921486,REF76574,
TXN0069906,V00429,2024-02-07,Expense,5.45,USD,1022,Maintenance,Transaction for V00429,Rejected,INV876633,REF62298,Data quality issue
TXN0069907,V00426,2024-07-17,Expense,168.85,USD,1012,Product Sales,Transaction for V00426,Rejected,INV542191,REF27639,
TXN0069908,V00478,2023-12-05,Credit Memo,110.04,USD,1002,Inventory,Transaction for V00478,Hold,INV474729,,
TXN0069909,V00179,2025-03-12,Expense,93.05,USD,1007,Long-term Debt,Transaction for V00179,Hold,INV624033,REF22884,Data quality issue
TXN0069910,V00364,2023-12-18,Expense,704.28,USD,1031,Software Licenses,Transaction for V00364,Pending,INV773378,REF35735,
TXN0069911,V00524,2024-06-12,Expense,272.81,USD,1008,Accrued Expenses,Transaction for V00524,Completed,INV356599,REF10632,
TXN0069912,V00153,2025-07-21,Payment,2171.35,USD,1010,Retained Earnings,Transaction for V00153,Hold,INV233905,REF88861,
TXN0069913,V00053,2025-11-22,Payment,95.57,USD,1004,Prepaid Expenses,Transaction for V00053,Pending,INV321530,,
TXN0069914,V00393,2024-01-13,Invoice,1131.72,USD,1015,Consulting,Transaction for V00393,Hold,INV326764,REF93976,
TXN0069915,V00508,2023-11-16,Invoice,75.78,USD,1015,Consulting,Transaction for V00508,Hold,INV369343,,
TXN0069916,V00431,2023-05-29,Payment,6151.23,USD,1019,Office Supplies,Transaction for V00431,Hold,INV511518,REF63279,
TXN0069917,V00444,2025-04-12,Credit Memo,7.11,USD,1013,Service Revenue,Transaction for V00444,Pending,INV919002,REF23208,
TXN0069918,V00537,2023-10-06,Payment,2.04,USD,1029,Shipping & Logistics,Transaction for V00537,Completed,INV230378,REF67897,
TXN0069919,V00218,2025-05-14,Invoice,46.61,USD,1005,Accounts Payable,Transaction for V00218,Hold,INV197757,,
TXN0069920,V00302,2024-11-16,Refund,14552.84,USD,1000,Cash,Transaction for V00302,Completed,INV849842,REF34870,
TXN0069921,V00188,2024-06-21,Payment,783.89,USD,1001,Accounts Receivable,Transaction for V00188,Rejected,INV815724,REF93885,
TXN0069922,V00078,2024-11-07,Invoice,2203.86,USD,1000,Cash,Transaction for V00078,Completed,,REF44844,
TXN0069923,V00534,2023-07-31,Refund,32.04,USD,1031,Software Licenses,Transaction for V00534,Hold,INV841377,,
TXN0069924,V00112,2023-06-09,Payment,5435.29,USD,1005,Accounts Payable,Transaction for V00112,Completed,,,
TXN0069925,V00171,2025-11-30,Invoice,37.01,USD,1021,Marketing,Transaction for V00171,Completed,,,
TXN0069926,V00053,2025-04-28,Refund,135.7,USD,1010,Retained Earnings,Transaction for V00053,Rejected,INV814984,REF87897,
TXN0069927,V00514,2025-04-26,Credit Memo,35.78,USD,1024,Professional Services,Transaction for V00514,Rejected,INV933454,REF62240,
TXN0069928,V00368,2024-04-20,Credit Memo,191.99,USD,1015,Consulting,Transaction for V00368,Hold,,REF15435,
TXN0069929,V00541,2024-08-05,Expense,975.17,USD,1004,Prepaid Expenses,Transaction for V00541,Pending,INV904286,REF87836,
TXN0069930,V00150,2023-08-31,Invoice,9.54,USD,1002,Inventory,Transaction for V00150,Hold,,REF80394,
TXN0069931,V00444,2023-04-20,Credit Memo,167.13,USD,1029,Shipping & Logistics,Transaction for V00444,Rejected,INV308261,REF35213,
TXN0069932,V00462,2025-02-28,Payment,472.92,USD,1020,Travel,Transaction for V00462,Pending,,REF13768,
TXN0069933,V00302,2025-10-16,Refund,20895.79,USD,1007,Long-term Debt,Transaction for V00302,Pending,INV466272,,
TXN0069934,V00465,2025-01-28,Credit Memo,116.84,USD,1013,Service Revenue,Transaction for V00465,Completed,INV141533,,
TXN0069935,V00116,2024-03-15,Invoice,2306.6,USD,1017,Rent,Transaction for V00116,Hold,INV949330,REF16374,
TXN0069936,V00196,2023-11-13,Invoice,8427.76,USD,1031,Software Licenses,Transaction for V00196,Completed,INV986869,,
TXN0069937,V00524,2023-01-07,Expense,2.93,USD,1030,Research & Development,Transaction for V00524,Rejected,INV260535,,Data quality issue
TXN0069938,V00516,2025-10-21,Refund,18.8,USD,1031,Software Licenses,Transaction for V00516,Hold,INV929461,REF46289,
TXN0069939,V00313,2025-05-11,Credit Memo,438.37,USD,1023,Insurance,Transaction for V00313,Completed,INV105433,REF65889,
TXN0069940,V00148,2025-09-23,Expense,6.61,USD,1012,Product Sales,Transaction for V00148,Rejected,INV844304,REF55783,
TXN0069941,V00059,2023-05-07,Payment,1065.13,USD,1007,Long-term Debt,Transaction for V00059,Completed,,REF69230,Data quality issue
TXN0069942,V00055,2025-03-18,Refund,1976.42,USD,1016,Salaries & Wages,Transaction for V00055,Completed,INV754524,REF52549,
TXN0069943,V00245,2023-09-15,Invoice,89.4,USD,1016,Salaries & Wages,Transaction for V00245,Rejected,INV219437,REF92921,
TXN0069944,V00262,2023-01-19,Refund,1948.76,USD,1008,Accrued Expenses,Transaction for V00262,Completed,INV715945,REF83881,
TXN0069945,V00378,2025-11-18,Refund,50.41,USD,1014,Subscription Revenue,Transaction for V00378,Rejected,INV321306,REF67335,
TXN0069946,V00528,2023-12-15,Expense,69.98,USD,1018,Utilities,Transaction for V00528,Completed,INV672461,,
TXN0069947,V00251,2025-08-11,Expense,330.91,USD,1020,Travel,Transaction for V00251,Rejected,INV383124,,
TXN0069948,V00188,2025-03-21,Payment,437.77,USD,1021,Marketing,Transaction for V00188,Pending,INV595322,REF66963,
TXN0069949,V00434,2024-07-04,Expense,363.65,USD,1002,Inventory,Transaction for V00434,Completed,INV426339,REF88028,
TXN0069950,V00017,2023-05-24,Credit Memo,2651.59,USD,1026,Vendor Payments,Transaction for V00017,Pending,INV851942,REF46124,
TXN0069951,V00078,2025-09-09,Credit Memo,49904.34,USD,1030,Research & Development,Transaction for V00078,Completed,INV225248,REF14797,
TXN0069952,V00472,2023-01-10,Expense,469.75,USD,1019,Office Supplies,Transaction for V00472,Completed,INV417461,REF19958,
TXN0069953,V00058,2023-02-16,Payment,13.98,USD,1019,Office Supplies,Transaction for V00058,Rejected,INV608064,,
TXN0069954,V00535,2024-02-14,Invoice,2566.66,USD,1014,Subscription Revenue,Transaction for V00535,Pending,INV896383,,Data quality issue
TXN0069955,V00419,2023-10-05,Invoice,863.55,USD,1031,Software Licenses,Transaction for V00419,Hold,INV868156,REF68778,
TXN0069956,V00460,2025-04-13,Refund,88.2,USD,1003,Equipment,Transaction for V00460,Pending,INV674577,REF59033,
TXN0069957,V00396,2024-08-24,Refund,537.3,USD,1009,Common Stock,Transaction for V00396,Completed,INV482137,REF32896,
TXN0069958,V00171,2023-05-14,Payment,414.56,USD,1006,Short-term Debt,Transaction for V00171,Pending,,REF46372,
TXN0069959,V00323,2025-03-19,Invoice,1590.31,USD,1012,Product Sales,Transaction for V00323,Rejected,,REF38525,Data quality issue
TXN0069960,V00426,2025-01-16,Refund,10859.94,USD,1028,Benefits,Transaction for V00426,Rejected,INV103226,REF30160,Data quality issue
TXN0069961,V00462,2023-05-11,Credit Memo,19.87,USD,1018,Utilities,Transaction for V00462,Pending,INV423212,REF45180,
